NO.,name,metal,linker1,linker1_F,linker2,linker2_F,topology,N_CH4,N_N2,S_CH4_N2
19762,DB0-m2_o8_o8_f0_pcu.sym.24_repeat.cif,2,27,2,27,2,3,0.212420662,0.126307307,1.681776507
19764,DB0-m2_o17_nor_repeat.cif,2,4,0,4,0,56,0.240959105,0.143277554,1.681764507
19765,DB0-m2_o11_o28_f0_nbo.sym.45_repeat.cif,2,14,0,8,15,1,0.215806996,0.128322713,1.681752136
19766,DB0-m2_o19_o22_f0_nbo.sym.73_repeat.cif,2,2,0,9,25,1,0.156918953,0.093309767,1.681699115
19767,DB0-m3_o17_o22_f0_nbo_repeat.cif,1,4,0,9,0,1,0.222032166,0.132030499,1.681673315
19768,DB0-m3_o2_o3_f0_nbo.sym.55_repeat.cif,1,11,21,15,0,1,0.288612356,0.171630431,1.681591978
19769,DB0-m3_o1_o1_f0_nbo.sym.8_repeat.cif,1,6,12,6,12,1,0.121994993,0.07254855,1.681563494
19770,DB0-m3_o2_o5_f0_nbo.sym.27_repeat.cif,1,11,12,16,0,1,0.196928618,0.117111713,1.681545017
19772,DB0-m3_o11_o19_f0_nbo.sym.33_repeat.cif,1,14,15,2,0,1,0.16289793,0.096878879,1.68145968
19774,DB0-m2_o17_o27_f0_nbo.sym.31_repeat.cif,2,4,26,17,0,1,0.252907782,0.150420398,1.681339667
19775,DB0-m3_o27_o27_f0_pcu.sym.6_repeat.cif,1,17,0,17,28,3,0.224240441,0.133371766,1.681318681
19777,DB0-m2_o5_o11_f0_nbo.sym.8_repeat.cif,2,16,0,14,5,1,0.142702069,0.084882592,1.681170033
19778,DB0-m3_o21_o21_f0_pcu.sym.74_repeat.cif,1,28,9,28,9,3,0.200688844,0.119377767,1.681124126
19779,DB0-m3_o1_o7_f0_nbo.sym.120_repeat.cif,1,6,6,7,0,1,0.194994278,0.115991601,1.68110687
19782,DB0-m2_o4_o28_f0_nbo.sym.119_repeat.cif,2,24,0,8,25,1,0.19374132,0.115253542,1.681001006
19783,DB0-m3_o4_o28_f0_nbo.sym.22_repeat.cif,1,24,0,8,10,1,0.204223063,0.121490757,1.680976141
19784,DB0-m3_o4_o29_f0_nbo.sym.78_repeat.cif,1,24,0,19,17,1,0.210608493,0.125291932,1.680942169
19785,DB0-m2_o17_o20_f0_nbo.sym.17_repeat.cif,2,4,24,3,0,1,0.229067141,0.13627632,1.680902016
19786,DB0-m3_o14_o28_f0_nbo.sym.69_repeat.cif,1,12,0,8,9,1,0.217028507,0.129115343,1.680888591
19787,DB0-m2_o17_o19_f0_nbo.sym.63_repeat.cif,2,4,17,2,0,1,0.162597725,0.096734219,1.680870812
19789,DB0-m3_o1_o3_f0_nbo.sym.83_repeat.cif,1,6,9,15,9,1,0.210094904,0.125002863,1.680720741
19791,DB0-m1_o25_stb_repeat.cif,3,10,0,10,0,122,0.221491052,0.131787752,1.680664928
19792,DB0-m3_o24_o28_f0_nbo.sym.11_repeat.cif,1,13,5,8,5,1,0.167301697,0.09954542,1.680656905
19793,DB0-m2_o1_o27_f0_nbo.sym.16_repeat.cif,2,6,0,17,24,1,0.185154759,0.110170274,1.680623561
19794,DB0-m2_o1_o19_f0_nbo.sym.85_repeat.cif,2,6,13,2,0,1,0.154074608,0.091678434,1.68059816
19795,DB0-m3_o22_o29_f0_nbo.sym.11_repeat.cif,1,9,0,19,1,1,0.211347974,0.125761303,1.680548532
19796,DB0-m2_o25_o25_f0_pcu_repeat.cif,2,10,0,10,0,3,0.243878581,0.145121421,1.680514016
19797,DB0-m2_o2_o14_f0_nbo.sym.110_repeat.cif,2,11,0,12,20,1,0.223843042,0.133203215,1.680462751
19798,DB0-m2_o31_o4_tfz_repeat.cif,2,48,0,24,0,7,0.214065469,0.127386892,1.680435602
19799,DB0-m2_o14_o29_f0_nbo.sym.27_repeat.cif,2,12,0,19,12,1,0.228911766,0.136224844,1.680396604
19800,DB0-m3_o1_o20_f0_nbo.sym.45_repeat.cif,1,6,21,3,0,1,0.159253455,0.094773461,1.680359178
19801,DB0-m3_o1_o24_f0_nbo.sym.21_repeat.cif,1,6,0,13,3,1,0.16092911,0.095773441,1.680310419
19802,DB0-m3_o11_o23_f0_nbo.sym.76_repeat.cif,1,14,8,1,8,1,0.189077844,0.112528084,1.680272491
19803,DB0-m2_o16_ptr_repeat.cif,2,20,0,20,0,72,0.292269649,0.173945836,1.680233663
19804,DB0-m3_o17_o24_f0_nbo.sym.151_repeat.cif,1,4,0,13,6,1,0.220539922,0.131257618,1.68020665
19805,DB0-m3_o17_o27_f0_nbo.sym.48_repeat.cif,1,4,19,17,0,1,0.279559308,0.166386419,1.680181049
19806,DB0-m2_o5_o28_f0_nbo.sym.16_repeat.cif,2,16,0,8,2,1,0.195907649,0.116600312,1.680164024
19808,DB0-m3_o18_uov_repeat.cif,1,26,0,26,0,18,0.29340313,0.174631114,1.680130901
19809,DB0-m2_o5_o27_f0_nbo.sym.3_repeat.cif,2,16,0,17,11,1,0.191335837,0.11388432,1.680089377
19810,DB0-m3_o7_o7_f0_pcu.sym.5_repeat.cif,1,7,5,7,0,3,0.238461555,0.141936299,1.680060403
19811,DB0-m3_o6_o15_f0_nbo.sym.88_repeat.cif,1,5,25,18,0,1,0.224716779,0.133757135,1.680035822
19812,DB0-m3_o4_o29_f0_nbo.sym.117_repeat.cif,1,24,6,19,6,1,0.214172364,0.127485282,1.679977182
19813,DB0-m2_o1_uoj_repeat.cif,2,6,0,6,0,26,0.162700444,0.096850178,1.679918899
19814,DB0-m3_o4_o7_f0_nbo.sym.27_repeat.cif,1,24,10,7,0,1,0.183538846,0.109255247,1.679908752
19815,DB0-m2_o13_fel_repeat.cif,2,22,0,22,0,30,0.218422418,0.130021277,1.679897501
19816,DB0-m1_o26_stb_repeat.cif,3,31,0,31,0,122,0.240053337,0.142899183,1.679879007
19817,DB0-m2_o5_o23_f0_nbo.sym.18_repeat.cif,2,16,0,1,10,1,0.15257078,0.090825855,1.679816614
19820,DB0-m3_o5_o28_f0_nbo.sym.2_repeat.cif,1,16,0,8,11,1,0.206268319,0.122798357,1.679731912
19821,DB0-m15_o14_o31_tfz_repeat.cif,6,12,0,48,0,7,0.220151083,0.131068081,1.679669693
19822,DB0-m2_o11_o28_f0_nbo.sym.126_repeat.cif,2,14,13,8,13,1,0.202599933,0.120629836,1.679517599
19823,DB0-m2_o4_o25_f0_nbo.sym.19_repeat.cif,2,24,0,10,24,1,0.189597441,0.112888317,1.679513395
19825,DB0-m2_o13_wjh_repeat.cif,2,22,0,22,0,145,0.287723683,0.171318316,1.679468313
19826,DB0-m3_o19_o25_f0_nbo.sym.31_repeat.cif,1,2,0,10,26,1,0.158814541,0.094566162,1.679401367
19827,DB0-m3_o32_o17_tfo_repeat.cif,1,38,0,4,0,10,0.276877879,0.164870167,1.679369189
19828,DB0-m2_o24_o29_f0_nbo.sym.43_repeat.cif,2,13,19,19,19,1,0.185416276,0.110409171,1.67935574
19829,DB0-m3_o1_o17_f0_nbo.sym.1_repeat.cif,1,6,0,4,0,1,0.200712327,0.119518022,1.679347791
19830,DB0-m2_o1_o28_f0_nbo.sym.20_repeat.cif,2,6,0,8,4,1,0.212973284,0.126824127,1.679280507
19831,DB0-m2_o5_o27_f0_nbo.sym.7_repeat.cif,2,16,0,17,5,1,0.175476365,0.104495913,1.679265333
19832,DB0-m2_o1_o20_f0_nbo.sym.53_repeat.cif,2,6,17,3,0,1,0.131186713,0.078126013,1.679168161
19834,DB0-m1_o3_stb_repeat.cif,3,15,0,15,0,122,0.249751343,0.148751145,1.678987696
19835,DB0-m2_o27_o27_f0_pcu.sym.73_repeat.cif,2,17,1,17,0,3,0.220754509,0.131492182,1.678841324
19836,DB0-m3_o2_o15_f0_nbo.sym.1_repeat.cif,1,11,0,18,0,1,0.243162147,0.144841235,1.67881852
19837,DB0-m3_o22_o28_f0_nbo.sym.38_repeat.cif,1,9,15,8,15,1,0.188842702,0.112487795,1.678783926
19838,DB0-m2_o22_o28_f0_nbo.sym.83_repeat.cif,2,9,0,8,23,1,0.19604917,0.116783209,1.678744504
19839,DB0-m2_o26_o26_f0_pcu.sym.61_repeat.cif,2,31,9,31,9,3,0.202968826,0.12090658,1.678724405
19840,DB0-m2_o5_o28_f0_nbo.sym.22_repeat.cif,2,16,0,8,4,1,0.201965091,0.120309113,1.678718142
19842,DB0-m3_o11_o11_f0_nbo.sym.60_repeat.cif,1,14,21,14,21,1,0.141904106,0.084533889,1.678665304
19843,DB0-m2_o24_o28_f0_nbo.sym.46_repeat.cif,2,13,0,8,19,1,0.206610167,0.12308003,1.678665234
19844,DB0-m2_o2_o15_f0_nbo.sym.51_repeat.cif,2,11,23,18,0,1,0.189420142,0.112840627,1.678651981
19847,DB0-m2_o22_o29_f0_nbo.sym.88_repeat.cif,2,9,16,19,0,1,0.202802149,0.120829022,1.678422491
19848,DB0-m2_o18_npo_repeat.cif,2,26,0,26,0,92,0.335066097,0.199640903,1.678343931
19849,DB0-m3_o14_o29_f0_nbo.sym.77_repeat.cif,1,12,0,19,6,1,0.22783207,0.135758144,1.678220273
19850,DB0-m2_o4_o29_f0_nbo.sym.58_repeat.cif,2,24,21,19,0,1,0.2160709,0.128750941,1.678208324
19851,DB0-m2_o17_o19_f0_nbo.sym.78_repeat.cif,2,4,9,2,0,1,0.232279792,0.13840964,1.678205311
19852,DB0-m3_o34_o34_f0_pts.sym.40_repeat.cif,1,44,26,44,26,5,0.228007049,0.135864476,1.678194737
19853,DB0-m1_o8_smc_repeat.cif,3,27,0,27,0,115,0.235904123,0.140572224,1.678170241
19854,DB0-m2_o1_o6_f0_nbo.sym.32_repeat.cif,2,6,0,5,15,1,0.174036663,0.103711451,1.678085315
19856,DB0-m3_o4_o29_f0_nbo.sym.21_repeat.cif,1,24,2,19,2,1,0.215267354,0.128284488,1.678046634
19858,DB0-m3_o4_o29_f0_nbo.sym.56_repeat.cif,1,24,0,19,14,1,0.223395306,0.133130725,1.678014651
19859,DB0-m3_o4_o28_f0_nbo.sym.36_repeat.cif,1,24,15,8,15,1,0.203695752,0.121391971,1.678000206
19860,DB0-m2_o1_o5_f0_nbo_repeat.cif,2,6,0,16,0,1,0.152764599,0.091039892,1.677996266
19861,DB0-m2_o17_o22_f0_nbo.sym.76_repeat.cif,2,4,0,9,14,1,0.206561355,0.123100262,1.67799281
19862,DB0-m2_o17_o19_f0_nbo.sym.16_repeat.cif,2,4,18,2,0,1,0.23688987,0.141177177,1.677961519
19863,DB0-m2_o4_o29_f0_nbo.sym.78_repeat.cif,2,24,23,19,0,1,0.228074776,0.135933804,1.67783708
19864,DB0-m2_o1_o11_f0_nbo.sym.29_repeat.cif,2,6,0,14,24,1,0.157147513,0.093663829,1.677782273
19865,DB0-m3_o11_o28_f0_nbo.sym.120_repeat.cif,1,14,0,8,6,1,0.210648366,0.125556697,1.677715094
19866,DB0-m3_o17_o20_f0_pcu_repeat.cif,1,4,0,3,0,3,0.228829691,0.136394954,1.677699097
19867,DB0-m2_o14_o29_f0_nbo.sym.60_repeat.cif,2,12,0,19,1,1,0.230282408,0.137261914,1.677686123
19868,DB0-m3_o1_o19_f0_nbo.sym.3_repeat.cif,1,6,11,2,0,1,0.175906133,0.10485429,1.677624571
19869,DB0-m2_o11_o32_tfz_repeat.cif,2,14,0,38,0,7,0.245197592,0.146159842,1.677598909
19870,DB0-m2_o31_o14_tfz_repeat.cif,2,48,0,12,0,7,0.212769466,0.126834217,1.677539949
19873,DB0-m2_o7_o15_f0_nbo.sym.29_repeat.cif,2,7,4,18,4,1,0.235030318,0.140115269,1.677406886
19874,DB0-m2_o27_o27_f0_pcu.sym.50_repeat.cif,2,17,8,17,0,3,0.229144368,0.136606384,1.677406005
19875,DB0-m2_o4_o28_f0_nbo.sym.60_repeat.cif,2,24,0,8,14,1,0.200204455,0.119354065,1.677399547
19877,DB0-m2_o22_o28_f0_nbo.sym.77_repeat.cif,2,9,17,8,0,1,0.131152334,0.078191072,1.67733132
19878,DB0-m2_o17_o19_f0_nbo.sym.68_repeat.cif,2,4,23,2,0,1,0.227350202,0.135544493,1.677310502
19880,DB0-m2_o2_o15_f0_nbo.sym.28_repeat.cif,2,11,15,18,0,1,0.15529605,0.092591893,1.677210014
19881,DB0-m3_o1_o28_f0_nbo.sym.93_repeat.cif,1,6,9,8,0,1,0.224381494,0.133782825,1.677207024
19882,DB0-m2_o19_o24_f0_nbo.sym.36_repeat.cif,2,2,0,13,26,1,0.143209581,0.085386528,1.677191756
19883,DB0-m3_o3_o15_f0_nbo.sym.18_repeat.cif,1,15,10,18,0,1,0.203410938,0.121281802,1.677176091
19884,DB0-m2_o7_o7_f0_pcu.sym.18_repeat.cif,2,7,2,7,2,3,0.206834304,0.123332803,1.677042108
19885,DB0-m3_o17_o20_f0_nbo.sym.113_repeat.cif,1,4,6,3,0,1,0.258834527,0.154339955,1.677041607
19886,DB0-m3_o24_o28_f0_nbo.sym.137_repeat.cif,1,13,0,8,6,1,0.209506733,0.124930864,1.676981385
19887,DB0-m3_o8_o8_f0_pcu.sym.97_repeat.cif,1,27,1,27,0,3,0.236812144,0.141216672,1.676941831
19888,DB0-m2_o5_o25_f0_nbo.sym.126_repeat.cif,2,16,0,10,20,1,0.181620198,0.108307734,1.676890383
19889,DB0-m3_o11_o11_f0_nbo.sym.5_repeat.cif,1,14,28,14,0,1,0.167254205,0.099742432,1.676861112
19890,DB0-m2_o4_o29_f0_nbo.sym.3_repeat.cif,2,24,11,19,0,1,0.229818984,0.137054783,1.6768403
19891,DB0-m2_o1_ung_repeat.cif,2,6,0,6,0,16,0.191821089,0.114395164,1.676828658
19892,DB0-m3_o1_o20_f0_nbo.sym.10_repeat.cif,1,6,18,3,0,1,0.183771236,0.109596366,1.676800447
19893,DB0-m2_o20_o24_f0_nbo.sym.67_repeat.cif,2,3,0,13,27,1,0.155200338,0.092558664,1.676778066
19896,DB0-m2_o11_o29_f0_nbo.sym.5_repeat.cif,2,14,0,19,28,1,0.248170638,0.148012434,1.676687771
19897,DB0-m3_o19_o22_f0_nbo.sym.77_repeat.cif,1,2,0,9,25,1,0.164057595,0.097846728,1.676679421
19899,DB0-m2_o1_o20_f0_nbo.sym.4_repeat.cif,2,6,5,3,0,1,0.157658738,0.094034712,1.676601495
19901,DB0-m3_o17_qtz_repeat.cif,1,4,0,4,0,28,0.246087642,0.146779939,1.676575448
19902,DB0-m3_o11_o28_f0_nbo.sym.6_repeat.cif,1,14,0,8,28,1,0.234907969,0.140118142,1.676499319
19905,DB0-m3_o24_o29_f0_nbo.sym.70_repeat.cif,1,13,17,19,17,1,0.147657545,0.088079063,1.676420474
19906,DB0-m2_o5_o28_f0_nbo.sym.17_repeat.cif,2,16,0,8,2,1,0.197330761,0.117711236,1.67639698
19907,DB0-m3_o24_o28_f0_nbo.sym.21_repeat.cif,1,13,0,8,24,1,0.206127137,0.122963031,1.676334218
19908,DB0-m3_o26_o26_f0_pcu.sym.7_repeat.cif,1,31,5,31,0,3,0.232778864,0.138862308,1.676328635
19911,DB0-m2_o17_mot-e_repeat.cif,2,4,0,4,0,33,0.310493915,0.185237073,1.67619748
19912,DB0-m2_o1_o23_f0_nbo.sym.175_repeat.cif,2,6,0,1,6,1,0.168635933,0.100611494,1.676110021
19913,DB0-m2_o7_o7_f0_pcu.sym.11_repeat.cif,2,7,1,7,0,3,0.229813692,0.137112308,1.676098199
19914,DB0-m3_o17_o29_f0_pcu_repeat.cif,1,4,0,19,0,3,0.310605807,0.185321877,1.676034216
19915,DB0-m3_o19_o22_f0_nbo.sym.76_repeat.cif,1,2,0,9,25,1,0.164350408,0.098059563,1.676026315
19917,DB0-m18_o12_o20_f0_pcu_repeat.cif,4,14,0,3,0,3,0.201008362,0.119939739,1.675911286
19918,DB0-m2_o1_o7_f0_nbo.sym.66_repeat.cif,2,6,17,7,0,1,0.146706259,0.087538754,1.675900692
19919,DB0-m2_o2_o3_f0_nbo.sym.102_repeat.cif,2,11,13,15,13,1,0.236847143,0.141325804,1.675894539
19920,DB0-m2_o24_o24_f0_nbo.sym.15_repeat.cif,2,13,3,13,3,1,0.110802307,0.066115543,1.67588893
19921,DB0-m3_o1_o29_f0_nbo.sym.5_repeat.cif,1,6,0,19,1,1,0.236601196,0.14119005,1.675763953
19922,DB0-m2_o1_o28_f0_nbo.sym.19_repeat.cif,2,6,4,8,0,1,0.207346373,0.123740544,1.675654295
19923,DB0-m3_o24_o29_f0_nbo.sym.38_repeat.cif,1,13,0,19,19,1,0.224202485,0.133804074,1.675602828
19924,DB0-m3_o6_o15_f0_nbo.sym.77_repeat.cif,1,5,9,18,9,1,0.214423018,0.127968053,1.675598025
19925,DB0-m3_o22_o29_f0_nbo.sym.41_repeat.cif,1,9,12,19,12,1,0.199258532,0.118924913,1.675498663
19926,DB0-m3_o1_o3_f0_nbo.sym.72_repeat.cif,1,6,1,15,1,1,0.163414528,0.097535184,1.675441827
19927,DB0-m2_o17_o24_f0_nbo.sym.150_repeat.cif,2,4,0,13,6,1,0.211239561,0.126081564,1.675419901
19929,DB0-m3_o5_o28_f0_nbo.sym.7_repeat.cif,1,16,0,8,3,1,0.20628693,0.123126259,1.675409718
19930,DB0-m3_o1_o3_f0_nbo.sym.99_repeat.cif,1,6,0,15,13,1,0.198551297,0.118512254,1.675365127
19932,DB0-m3_o26_o26_f0_pcu.sym.43_repeat.cif,1,31,14,31,0,3,0.22865569,0.136487506,1.675286605
19934,DB0-m2_o17_o20_f0_pcu_repeat.cif,2,4,0,3,0,3,0.215007665,0.128345035,1.675231653
19935,DB0-m3_o11_o11_f0_nbo.sym.32_repeat.cif,1,14,26,14,0,1,0.173703244,0.103689118,1.67523119
19936,DB0-m3_o6_o15_f0_nbo.sym.67_repeat.cif,1,5,1,18,0,1,0.218366782,0.130351787,1.67521127
19937,DB0-m3_o34_o34_f0_pts.sym.70_repeat.cif,1,44,21,44,21,5,0.218460238,0.130411563,1.675160037
19940,DB0-m2_o1_o29_f0_nbo.sym.41_repeat.cif,2,6,0,19,8,1,0.215958925,0.128925716,1.675064773
19941,DB0-m3_o4_o28_f0_nbo.sym.98_repeat.cif,1,24,1,8,1,1,0.193673194,0.11562245,1.675048348
19942,DB0-m2_o8_o8_f0_pcu.sym.26_repeat.cif,2,27,10,27,0,3,0.167084794,0.099750712,1.675023573
19943,DB0-m3_o6_o15_f0_nbo.sym.90_repeat.cif,1,5,7,18,7,1,0.219813545,0.131230313,1.675021114
19944,DB0-m2_o7_o7_f0_pcu.sym.34_repeat.cif,2,7,12,7,0,3,0.222868385,0.133054812,1.675011842
19947,DB0-m2_o8_o8_f0_pcu.sym.10_repeat.cif,2,27,1,27,0,3,0.220258812,0.131500234,1.674968971
19950,DB0-m2_o8_o8_f0_pcu.sym.6_repeat.cif,2,27,5,27,0,3,0.222043917,0.132566149,1.674966945
19951,DB0-m2_o3_o3_f0_pcu.sym.2_repeat.cif,2,15,11,15,0,3,0.243559102,0.145412223,1.67495619
19953,DB0-m2_o5_o25_f0_nbo.sym.136_repeat.cif,2,16,0,10,13,1,0.167554676,0.100036927,1.674928267
19954,DB0-m3_o4_o28_f0_nbo.sym.31_repeat.cif,1,24,0,8,4,1,0.220226039,0.131489823,1.67485235
19955,DB0-m2_o4_o28_f0_nbo.sym.18_repeat.cif,2,24,18,8,18,1,0.201904901,0.120552074,1.674835559
19956,DB0-m2_o24_o29_f0_nbo.sym.123_repeat.cif,2,13,25,19,0,1,0.209895694,0.125324787,1.674813891
19958,DB0-m2_o24_o28_f0_nbo.sym.4_repeat.cif,2,13,11,8,11,1,0.187947943,0.112228344,1.674692296
19959,DB0-m3_o11_o19_f0_nbo.sym.43_repeat.cif,1,14,8,2,0,1,0.172726732,0.103144822,1.674604003
19960,DB0-m3_o7_o15_f0_nbo.sym.81_repeat.cif,1,7,9,18,0,1,0.268133677,0.16012179,1.674560831
19961,DB0-m3_o1_o3_f0_nbo.sym.32_repeat.cif,1,6,12,15,0,1,0.208140626,0.124300741,1.674492245
19963,DB0-m2_o6_o15_f0_nbo.sym.72_repeat.cif,2,5,9,18,9,1,0.229310446,0.136953198,1.674370878
19964,DB0-m3_o1_o29_f0_nbo.sym.27_repeat.cif,1,6,15,19,0,1,0.230950872,0.137933212,1.674367384
19965,DB0-m2_o1_o3_f0_nbo.sym.27_repeat.cif,2,6,15,15,0,1,0.19556793,0.116801088,1.67436736
19966,DB0-m3_o7_o19_f0_pcu_repeat.cif,1,7,0,2,0,3,0.237005535,0.141549855,1.674360842
19967,DB0-m2_o4_o29_f0_nbo.sym.23_repeat.cif,2,24,4,19,0,1,0.233849626,0.139666648,1.674341219
19968,DB0-m2_o17_o28_f0_nbo.sym.81_repeat.cif,2,4,17,8,17,1,0.170995843,0.102128798,1.674315641
19970,DB0-m2_o17_o28_f0_nbo.sym.77_repeat.cif,2,4,22,8,0,1,0.287461766,0.171692993,1.674277798
19971,DB0-m3_o23_o27_f0_pcu.sym.113_repeat.cif,1,1,0,17,0,3,0.214974549,0.128398615,1.674274673
19972,DB0-m2_o1_mou_repeat.cif,2,6,0,6,0,29,0.209291034,0.12501075,1.674184289
19975,DB0-m3_o34_o34_f0_pts.sym.109_repeat.cif,1,44,9,44,9,5,0.22013695,0.13150523,1.673978668
19977,DB0-m3_o8_o25_f0_pcu_repeat.cif,1,27,0,10,0,3,0.24369071,0.145587907,1.673838957
19979,DB0-m3_o22_o28_f0_nbo.sym.37_repeat.cif,1,9,26,8,0,1,0.186160087,0.111219306,1.673810909
19980,DB0-m2_o3_o15_f0_nbo.sym.30_repeat.cif,2,15,15,18,15,1,0.225194724,0.134540592,1.673805064
19981,DB0-m2_o11_o11_f0_nbo.sym.50_repeat.cif,2,14,8,14,0,1,0.155929373,0.093158827,1.673801386
19982,DB0-m2_o1_o3_f0_nbo.sym.98_repeat.cif,2,6,0,15,20,1,0.164697452,0.098403989,1.673686735
19983,DB0-m3_o1_o17_f0_nbo_repeat.cif,1,6,0,4,0,1,0.201736612,0.120539626,1.673612396
19984,DB0-m3_o17_o20_f0_nbo.sym.33_repeat.cif,1,4,15,3,0,1,0.256984607,0.153559179,1.673521623
19985,DB0-m3_o4_o28_f0_nbo.sym.62_repeat.cif,1,24,14,8,0,1,0.181495599,0.108452585,1.673501826
19986,DB0-m2_o18_ksx_repeat.cif,2,26,0,26,0,126,0.291118236,0.173958798,1.673489575
19987,DB0-m2_o4_o29_f0_nbo.sym.19_repeat.cif,2,24,10,19,0,1,0.211059352,0.126119563,1.673486232
19988,DB0-m2_o2_o9_f0_nbo.sym.35_repeat.cif,2,11,0,23,4,1,0.202366464,0.120926652,1.673464546
19990,DB0-m2_o1_o28_f0_nbo.sym.102_repeat.cif,2,6,0,8,13,1,0.212836476,0.127189693,1.673378324
19991,DB0-m3_o17_mmt_repeat.cif,1,4,0,4,0,27,0.254957154,0.152361727,1.673367446
19992,DB0-m2_o17_o24_f0_nbo.sym.1_repeat.cif,2,4,0,13,0,1,0.216999939,0.129689477,1.673227038
19993,DB0-m3_o2_o15_f0_nbo.sym.18_repeat.cif,1,11,4,18,4,1,0.207739788,0.124164101,1.673106683
19994,DB0-m2_o5_o25_f0_nbo.sym.35_repeat.cif,2,16,0,10,15,1,0.172176689,0.102908791,1.673099912
19995,DB0-m3_o22_o23_f0_nbo.sym.22_repeat.cif,1,9,18,1,0,1,0.158581774,0.094784848,1.673070929
19996,DB0-m3_o1_o7_f0_nbo.sym.102_repeat.cif,1,6,9,7,9,1,0.187941031,0.112334819,1.673043427
19997,DB0-m2_o26_o26_f0_pcu.sym.62_repeat.cif,2,31,9,31,0,3,0.242908483,0.145190153,1.673036898
19998,DB0-m3_o1_o7_f0_nbo.sym.32_repeat.cif,1,6,4,7,4,1,0.166367594,0.099444074,1.672976457
19999,DB0-m2_o17_o22_f0_nbo.sym.4_repeat.cif,2,4,0,9,11,1,0.213887683,0.127848709,1.67297492
20002,DB0-m2_o1_o19_f0_nbo.sym.71_repeat.cif,2,6,9,2,0,1,0.165397351,0.098872763,1.672830268
20003,DB0-m2_o5_o23_f0_nbo.sym.2_repeat.cif,2,16,0,1,11,1,0.165095835,0.098695157,1.672785584
20005,DB0-m3_o1_o29_f0_nbo.sym.10_repeat.cif,1,6,0,19,18,1,0.236209351,0.141211768,1.672731346
20006,DB0-m3_o4_o7_f0_nbo.sym.2_repeat.cif,1,24,11,7,11,1,0.198791107,0.118843396,1.672714794
20007,DB0-m2_o2_o5_f0_nbo.sym.40_repeat.cif,2,11,8,16,0,1,0.175353257,0.104836295,1.672638824
20008,DB0-m2_o2_o19_f0_nbo.sym.29_repeat.cif,2,11,26,2,0,1,0.213349039,0.12755417,1.672615159
20009,DB0-m2_o1_o29_f0_nbo.sym.11_repeat.cif,2,6,1,19,0,1,0.222944206,0.13329192,1.672601052
20010,DB0-m3_o1_o23_f0_nbo.sym.94_repeat.cif,1,6,0,1,22,1,0.177615712,0.106191791,1.67259362
20011,DB0-m15_o10_o31_tfz_repeat.cif,6,47,0,48,0,7,0.213642643,0.127731884,1.672586644
20012,DB0-m3_o2_o5_f0_nbo.sym.10_repeat.cif,1,11,3,16,0,1,0.205584566,0.122916193,1.672558844
20013,DB0-m3_o7_o7_f0_pcu.sym.11_repeat.cif,1,7,1,7,0,3,0.240469707,0.143775235,1.672539137
20014,DB0-m2_o5_o25_f0_nbo.sym.101_repeat.cif,2,16,0,10,1,1,0.164097213,0.098114597,1.672505605
20015,DB0-m2_o2_o14_f0_nbo.sym.38_repeat.cif,2,11,0,12,12,1,0.212232218,0.126897116,1.672474714
20016,DB0-m2_o23_o23_f0_nbo.sym.62_repeat.cif,2,1,8,1,8,1,0.24146891,0.144386115,1.672383183
20017,DB0-m3_o34_o34_f0_pts.sym.29_repeat.cif,1,44,10,44,10,5,0.196851123,0.117707529,1.672374955
20020,DB0-m3_o34_o34_f0_pts.sym.49_repeat.cif,1,44,19,44,19,5,0.225608546,0.134906987,1.672326624
20022,DB0-m2_o24_bbr_repeat.cif,2,13,0,13,0,67,0.153011558,0.091502358,1.672214367
20023,DB0-m3_o11_o14_f0_nbo.sym.56_repeat.cif,1,14,0,12,20,1,0.1744859,0.104344779,1.672205372
20024,DB0-m3_o11_o11_f0_nbo.sym.86_repeat.cif,1,14,16,14,0,1,0.165680343,0.099080514,1.672178884
20025,DB0-m3_o34_o34_f0_pts.sym.121_repeat.cif,1,44,6,44,6,5,0.220708269,0.131995185,1.672093335
20026,DB0-m2_o8_o8_f0_pcu.sym.27_repeat.cif,2,27,10,27,10,3,0.141736183,0.084766464,1.67207852
20028,DB0-m2_o1_o7_f0_nbo.sym.100_repeat.cif,2,6,6,7,0,1,0.19804038,0.118443156,1.672028895
20029,DB0-m3_o21_o21_f0_pcu.sym.29_repeat.cif,1,28,19,28,0,3,0.196449018,0.117491601,1.672026057
20030,DB0-m2_o19_o22_f0_nbo.sym.81_repeat.cif,2,2,0,9,6,1,0.145697235,0.087139427,1.672001294
20031,DB0-m2_o17_o28_f0_nbo.sym.10_repeat.cif,2,4,5,8,0,1,0.259906445,0.155446715,1.671997021
20032,DB0-m2_o15_o32_moc_repeat.cif,2,18,0,38,0,25,0.233599058,0.139713051,1.671991675
20033,DB0-m2_o4_o25_f0_nbo.sym.73_repeat.cif,2,24,0,10,8,1,0.187258136,0.111999807,1.671950524
20034,DB0-m3_o11_o28_f0_nbo.sym.43_repeat.cif,1,14,12,8,12,1,0.204260885,0.122169731,1.671943487
20035,DB0-m2_o29_o29_f0_pcu.sym.18_repeat.cif,2,19,8,19,0,3,0.340210487,0.203485008,1.671919172
20036,DB0-m3_o1_o29_f0_nbo.sym.28_repeat.cif,1,6,12,19,0,1,0.233047734,0.13939334,1.671871361
